Latest available block is #14965570 (timestamp: 2022-06-14 21:18:29).
0x2c5a2d0abda03bbe215781b4ff296c8c61bdbaf6 genesis account amount matches current amount (30.62 eth)
0x10df681506e34930ac7a5c67a54c3e89ce92b981 genesis account amount matches current amount (2153.80 eth)
0xb9013c51bd078a098fae05bf2ace0849c6be17a5 genesis account amount matches current amount (80.00 eth)
0xffa696ecbd787e66abae4fe87b635f07ca57d848 genesis account amount matches current amount (1337.00 eth)
0x9c9de44724a4054da0eaa605abcc802668778bea genesis account amount matches current amount (200.02 eth)
0xc33acdb3ba1aab27507b86b15d67faf91ecf6293 genesis account amount matches current amount (2000.00 eth)
0x5bd23547477f6d09d7b2a005c5ee650c510c56d7 genesis account amount matches current amount (10000.00 eth)
0xc80b36d1beafba5fcc644d60ac6e46ed2927e7dc genesis account amount matches current amount (13.37 eth)
0xbcc9593b2da6df6a34d71b1aa38dacf876f95b88 genesis account amount matches current amount (20.00 eth)
0x0521bc3a9f8711fecb10f50797d71083e341eb9d genesis account amount matches current amount (20.00 eth)
0x905526568ac123afc0e84aa715124febe83dc87c genesis account amount matches current amount (17.90 eth)
0x3055efd26029e0d11b930df4f53b162c8c3fd2ce genesis account amount matches current amount (499.94 eth)
0x766b3759e8794e926dac473d913a8fb61ad0c2c9 genesis account amount matches current amount (86.50 eth)
0x6ac4d4be2db0d99da3faaaf7525af282051d6a90 genesis account amount matches current amount (80.19 eth)
0x785c8ea774d73044a734fa790a1b1e743e77ed7c genesis account amount matches current amount (238.75 eth)
0xd687cec0059087fdc713d4d2d65e77daefedc15f genesis account amount matches current amount (60.00 eth)
0xda982e9643ffece723075a40fe776e5ace04b29b genesis account amount matches current amount (160.88 eth)
0x38c7851f5ffd4cee98df30f3b25597af8a6ca263 genesis account amount matches current amount (2631.92 eth)
0x6c6564e5c9c24eaaa744c9c7c968c9e2c9f1fbae genesis account amount matches current amount (1357.80 eth)
0x4a7494cce44855cc80582842be958a0d1c0072ee genesis account amount matches current amount (2400.00 eth)
0x23569542c97d566018c907acfcf391d14067e87e genesis account amount matches current amount (2000.00 eth)
0x2c0f5b9df43625798e7e03c1a5fd6a6d091af82b genesis account amount matches current amount (31.20 eth)
0x7adfedb06d91f3cc7390450b85550270883c7bb7 genesis account amount matches current amount (322.31 eth)
0x8d544c32c07fd0842c761d53a897d6c950bb7599 genesis account amount matches current amount (200.00 eth)
0xb18e67a5050a1dc9fb190919a33da838ef445014 genesis account amount matches current amount (20.00 eth)
0x6671b182c9f741a0cd3c356c73c23126d4f9e6f4 genesis account amount matches current amount (200.00 eth)
0xb33c0323fbf9c26c1d8ac44ef74391d0804696da genesis account amount matches current amount (20.00 eth)
0x2e619f57abc1e987aa936ae3a2264962e7eb2d9a genesis account amount matches current amount (756.00 eth)
0xc3a046e3d2b2bf681488826e32d9c061518cfe8c genesis account amount matches current amount (2600.00 eth)
0xbfc57aa666fae28e9f107a49cb5089a4e22151dd genesis account amount matches current amount (1000.00 eth)
0x43db7ff95a086d28ebbfb82fb8fb5f230a5ebccd genesis account amount matches current amount (16.10 eth)
0xa43b6da6cb7aac571dff27f09d39f846f53769b1 genesis account amount matches current amount (380.00 eth)
0xe04972a83ca4112bc871c72d4ae1616c2f0728db genesis account amount matches current amount (267.61 eth)
0xfa00c376e89c05e887817a9dd0748d96f341aa89 genesis account amount matches current amount (300.70 eth)
0x7d73863038ccca22f96affda10496e51e1e6cd48 genesis account amount matches current amount (20.00 eth)
0x1fd296be03ad737c92f9c6869e8d80a71c5714aa genesis account amount matches current amount (13.37 eth)
0xda34b2eae30bafe8daeccde819a794cd89e09549 genesis account amount matches current amount (2000.00 eth)
0x583e83ba55e67e13e0e76f8392d873cd21fbf798 genesis account amount matches current amount (20.00 eth)
0xe7be82c6593c1eeddd2ae0b15001ff201ab57b2f genesis account amount matches current amount (19.10 eth)
0xc493489e56c3bdd829007dc2f956412906f76bfa genesis account amount matches current amount (48.97 eth)
0x42ddd014dc52bfbcc555325a40b516f4866a1dd3 genesis account amount matches current amount (2000.00 eth)
0x814135da8f9811075783bf1ab67062af8d3e9f40 genesis account amount matches current amount (20.00 eth)
0xe8c3d3b0e17f97d1e756e684f94e1470f99c95a1 genesis account amount matches current amount (400.00 eth)
0xc85325eab2a59b3ed863c86a5f2906a04229ffa9 genesis account amount matches current amount (465.60 eth)
0xf23c7b0cb8cd59b82bd890644a57daf40c85e278 genesis account amount matches current amount (50.04 eth)
0x3fb7d197b3ba4fe045efc23d50a14585f558d9b2 genesis account amount matches current amount (20.00 eth)
0xb1896a37e5d8825a2d01765ae5de629977de8352 genesis account amount matches current amount (200.00 eth)
0xd9f547f2c1de0ed98a53d161df57635dd21a00bd genesis account amount matches current amount (98.50 eth)
0x136c834bf111326d207395295b2e583ea7f33572 genesis account amount matches current amount (100.00 eth)
0x8a36869ad478997cbf6d8924d20a3c8018e9855b genesis account amount matches current amount (20.00 eth)
0x30513fca9f36fd788cfea7a340e86df98294a244 genesis account amount matches current amount (447.00 eth)
0xcee699c0707a7836252b292f047ce8ad289b2f55 genesis account amount matches current amount (324.70 eth)
0x71135d8f05963c905a4a07922909235a896a52ea genesis account amount matches current amount (3000.00 eth)
0xea8f30b6e4c5e65290fb9864259bc5990fa8ee8a genesis account amount matches current amount (20.00 eth)
0x5c6f36af90ab1a656c6ec8c7d521512762bba3e1 genesis account amount matches current amount (1999.80 eth)
0x0bdd58b96e7c916dd2fb30356f2aebfaaf1d8630 genesis account amount matches current amount (2000.00 eth)
0xb1e6e810c24ab0488de9e01e574837829f7c77d0 genesis account amount matches current amount (400.00 eth)
0x9374869d4a9911ee1eaf558bc4c2b63ec63acfdd genesis account amount matches current amount (1000.00 eth)
0x42d34940edd2e7005d46e2188e4cfece8311d74d genesis account amount matches current amount (158.00 eth)
0x7e7f18a02eccaa5d61ab8fbf030343c434a25ef7 genesis account amount matches current amount (66.85 eth)
Statistics as of block #14965570 (timestamp: 2022-06-14 21:18:29):
Total genesis accounts: 8893
Total genesis ethereum: 2748353.50
Total genesis accounts with amount matching current amount: 626
Total genesis ethereum from matching genesis accounts: 522014.61
